タイトル,フォルダ,科目名,講義名,サブタイトル,担当研究室,担当教員,分野,科目群,単位数,教育課程,対象学年,開講期間,曜日・時限,キャンパス
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅦ,クラフトデザインⅦ,"クラフトデザインⅦ［3年］
                金工（Ritual）
                22〜27授業週 〈3単位 実技〉
                鈴木 洋、高橋勇一郎、周防絵美子",工芸工業デザイン学科,鈴木　洋、高橋　勇一郎、周防　絵美子,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅦ,クラフトデザインⅦ,"クラフトデザインⅦ［3年］
                木工（立体表現実習）
                22〜27授業週 〈3単位 実技〉
                十時啓悦、田代 真、神藤 修",工芸工業デザイン学科,熊野　亘、田代　真、神藤　修,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅦ,クラフトデザインⅦ,"クラフトデザインⅦ［3年］
                陶磁
                〈3単位 実技〉",工芸工業デザイン学科,西川　聡、岡本　玲子、田中　啓一,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅦ,クラフトデザインⅦ,"クラフトデザインⅦ［3年］
                ガラス 表現技法研究Ⅳ（ホットワークⅢ）
                21〜26授業週 〈3単位 実技〉
                大村俊二、冨樫葉子",工芸工業デザイン学科,大村　俊二,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅦ,クラフトデザインⅦ,"クラフトデザインⅦ［3年］
                テキスタイル
                24～29授業週 〈3単位 実技〉",工芸工業デザイン学科,高橋　理子、片平　隆行,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅧ,クラフトデザインⅧ,"クラフトデザインⅧ［4年］
                金工 (『対』)
                1〜7授業週 〈4単位 実技〉
                鈴木 洋、高橋勇一郎、周防絵美子",工芸工業デザイン学科,鈴木　洋、高橋　勇一郎、周防　絵美子,専門Ⅰ類,Ⅰ選,3.0,学部,4年,１.２期 2021/04/12-2021/06/05,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅧ,クラフトデザインⅧ,"クラフトデザインⅧ［4年］
                木工（キッチン、リビング、ダイニング家具）
                1〜7授業週 〈4単位 実技〉
                十時啓悦",工芸工業デザイン学科,北川　八十治、藤井　常雄,専門Ⅰ類,Ⅰ選,3.0,学部,4年,１.２期 2021/04/12-2021/06/05,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅧ,クラフトデザインⅧ,"クラフトデザインⅧ［4年］
                陶磁
                〈4単位 実技〉",工芸工業デザイン学科,西川　聡、岡本　玲子、熊谷　幸治,専門Ⅰ類,Ⅰ選,3.0,学部,4年,１.２期 2021/04/12-2021/06/05,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅧ,クラフトデザインⅧ,"クラフトデザインⅧ［4年］
                ガラス 造形研究Ⅰ
                1～6授業週 〈4単位 実技〉
                大村俊二、近岡令",工芸工業デザイン学科,大村　俊二、近岡　令、井上　剛,専門Ⅰ類,Ⅰ選,3.0,学部,4年,１.２期 2021/04/12-2021/06/05,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅧ,クラフトデザインⅧ,"クラフトデザインⅧ［4年］
                テキスタイル
                被膜
                1～7授業週 〈4単位 実技〉",工芸工業デザイン学科,高橋　理子、徂徠　友香子、片平　隆行、竹内　優美、後藤　大樹、シミズダニ　ヤスノブ、光主　あゆみ,専門Ⅰ類,Ⅰ選,3.0,学部,4年,１.２期 2021/04/12-2021/06/05,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インダストリアルデザインⅥ,インダストリアルデザインⅥ,"インダストリアルデザインⅥ［3年］
                プロダクトデザイン・ゼミ
                （生活環境とデザイン）
                15～21授業週 〈3単位 実技〉
                中原俊三郎、田中桂太、根本隆一、渡辺 衆",工芸工業デザイン学科,中原　俊三郎、田中　桂太,専門Ⅰ類,Ⅰ選,3.0,学部,3年,４.５期 2021/09/06-2021/10/23,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インダストリアルデザインⅥ,インダストリアルデザインⅥ,"インダストリアルデザインⅥ［3年］
                モビリティーデザイン・ゼミ
                （生活環境とデザイン）
                15～21授業週 〈3単位 実技〉
                稲田真一、服部幹",工芸工業デザイン学科,稲田　真一、服部　幹,専門Ⅰ類,Ⅰ選,3.0,学部,3年,４.５期 2021/09/06-2021/10/23,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インダストリアルデザインⅦ,インダストリアルデザインⅦ,"インダストリアルデザインⅦ［3年］
                プロダクトデザイン・ゼミ
                （ユニバーサルデザイン）
                22～27授業週 〈3単位 実技〉
                中原俊三郎、田中桂太、根本隆一、渡辺 衆",工芸工業デザイン学科,中原　俊三郎、田中　桂太、根本　隆一、渡辺　衆,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インダストリアルデザインⅦ,インダストリアルデザインⅦ,"インダストリアルデザインⅦ［3年］
                モビリティーデザイン・ゼミ
                （高度な立体造形の創造）
                22～27授業週 〈3単位 実技〉
                稲田真一、服部幹",工芸工業デザイン学科,稲田　真一、服部　幹,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インダストリアルデザインⅧ,インダストリアルデザインⅧ,"インダストリアルデザインⅧ［4年］
                環境とデザイン
                1〜7授業週 〈4単位 実技〉
                稲田真一、中原俊三郎、田中桂太、根本隆一、渡辺 衆",工芸工業デザイン学科,稲田　真一、中原　俊三郎、田中　桂太、根本　隆一、渡辺　衆,専門Ⅰ類,Ⅰ選,3.0,学部,4年,１.２期 2021/04/12-2021/06/05,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インテリアデザインⅥ,インテリアデザインⅥ,"インテリアデザインⅥ［3年］
                チェアのデザイン
                16～21授業週 〈3単位 実技〉
                伊藤真一、山中一宏",工芸工業デザイン学科,伊藤　真一、山中　一宏,専門Ⅰ類,Ⅰ選,3.0,学部,3年,４.５期 2021/09/06-2021/10/23,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インテリアデザインⅦ,インテリアデザインⅦ,"インテリアデザインⅦ［3年］
                住環境デザイン
                22～27授業週 〈3単位 実技〉
                伊藤真一、山中一宏",工芸工業デザイン学科,伊藤　真一、山中　一宏,専門Ⅰ類,Ⅰ選,3.0,学部,3年,５.６.７期 2021/10/04-2021/12/18,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,インテリアデザインⅧ,インテリアデザインⅧ,"インテリアデザインⅧ［4年］
                「食」空間のデザイン・Material Matters
                1～7授業週 〈4単位 実技〉
                伊藤真一、山中一宏、鈴木元",工芸工業デザイン学科,伊藤　真一、山中　一宏、鈴木　元,専門Ⅰ類,Ⅰ選,3.0,学部,4年,１.２期 2021/04/12-2021/06/05,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅨ,クラフトデザインⅨ,"クラフトデザインⅨ［4年］
                金工　（『間』）
                8〜13授業週 〈4単位 実技〉
                鈴木 洋、高橋勇一郎、周防絵美子",工芸工業デザイン学科,鈴木　洋、高橋　勇一郎、周防　絵美子,専門Ⅰ類,Ⅰ選,3.0,学部,4年,２.３期 2021/05/10-2021/07/03,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅨ,クラフトデザインⅨ,"クラフトデザインⅨ［4年］
                木工（テーブルウェア、オーナメント）
                8〜13授業週 〈4単位 実技〉
                十時啓悦",工芸工業デザイン学科,藤井　常雄、北川　八十治、神藤　修,専門Ⅰ類,Ⅰ選,3.0,学部,4年,２.３期 2021/05/10-2021/07/03,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅨ,クラフトデザインⅨ,"クラフトデザインⅨ［4年］
                陶磁
                〈4単位 実技〉
                西川 聡",工芸工業デザイン学科,西川　聡、熊谷　幸治,専門Ⅰ類,Ⅰ選,3.0,学部,4年,２.３期 2021/05/10-2021/07/03,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅨ,クラフトデザインⅨ,"クラフトデザインⅨ［4年］
                ガラス 造形研究Ⅱ（自由制作）
                7～12授業週 〈4単位 実技〉
                大村俊二、近岡令、五十嵐智一",工芸工業デザイン学科,大村　俊二、近岡　令、五十嵐　智一,専門Ⅰ類,Ⅰ選,3.0,学部,4年,２.３期 2021/05/10-2021/07/03,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅨ,クラフトデザインⅨ,"クラフトデザインⅨ［4年］
                テキスタイル
                8～13授業週 〈4単位 実技〉",工芸工業デザイン学科,高橋　理子、徂徠　友香子、片平　隆行、竹内　優美、後藤　大樹、シミズダニ　ヤスノブ、光主　あゆみ,専門Ⅰ類,Ⅰ選,3.0,学部,4年,２.３期 2021/05/10-2021/07/03,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅩ,クラフトデザインⅩ,"クラフトデザインⅩ［4年］
                金工
                16〜19授業週 〈2単位 実技〉
                鈴木 洋、高橋勇一郎、周防絵美子",工芸工業デザイン学科,鈴木　洋、高橋　勇一郎、周防　絵美子,専門Ⅰ類,Ⅰ選,2.0,学部,4年,４期 2021/09/06-2021/10/02,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅩ,クラフトデザインⅩ,"クラフトデザインⅩ［4年］
                木工（自由課題）
                16〜19授業週 〈2単位 実技〉
                十時啓悦、田代 真、神藤 修",工芸工業デザイン学科,熊野　亘、北川　八十治、田代　真、神藤　修,専門Ⅰ類,Ⅰ選,2.0,学部,4年,４期 2021/09/06-2021/10/02,集中,鷹の台
2021年度シラバス,造形学部-学科別・工芸工業デザイン学科,クラフトデザインⅩ,クラフトデザインⅩ,"クラフトデザインⅩ［4年］
                陶磁
                〈2単位 実技〉",工芸工業デザイン学科,西川　聡、岡本　玲子、田中　啓一,専門Ⅰ類,Ⅰ選,2.0,学部,4年,４期 2021/09/06-2021/10/02,集中,鷹の台
